અંકૂલ	1600
અંકે	1600
અંકો	1600
અંકોડા	1600
અંકોડી	1600
અંકોડો	1600
અંકોર	1600
અંકોલ	1600
અંગજ	1600
અંગજા	1600
અંગદ	1600
અંગદા	1600
અંગાર	1600
અંગારા	1600
અંગારી	1600
અંગારો	1600
અંગિયો	1600
અંગિરા	1600
અંગુલ	1600
અંગુલી	1600
અંગૂર	1600
અંગો	1600
અંગોર	1600
અંગોરા	1600
અંઘોળ	1600
અંચઈ	1600
અંજન	1600
અંજલિ	1600
અંજળ	1600
અંજાઈ	1600
અંજામ	1600
અંજાય	1600
અંજીર	1600
અંજીરી	1600
અંટસ	1600
અંત	1600
અંતર	1600
અંતરે	1600
અંતરો	1600
અંતે	1600
અંત્યજ	1600
અંદર	1600
અંદાજ	1600
અંદાજે	1600
અંદાજો	1600
અંદુક	1600
અંદેશ	1600
અંધું	1600
અંધેર	1600
અંબર	1600
અંબુ	1600
અંબુજ	1600
અંબોડો	1600
અંશ	1600
અંશક	1600
અંશત	1600
અંશુ	1600
અંશુક	1600
અંસ	1600
અકડાત	1600
અકડું	1600
અકળ	1600
અકળાઈ	1600
અકસર	1600
અકારણ	1600
અકારત	1600
અકાલી	1600
અકાળ	1600
અકાળે	1600
અકેકું	1600
અક્ષત	1600
અક્ષતા	1600
અક્ષમાં	1600
અક્ષરે	1600
અક્ષિ	1600
અખ્તર	1600
અગમ્ય	1600
અગરો	1600
અગસ્ત્ય	1600
અગાડી	1600
અગે	1600
અગ્યાર	1600
અગ્રતા	1600
અગ્રીમ	1600
અઘરી	1600
અઘરો	1600
અઘાની	1600
અઘાનો	1600
અચલા	1600
અચળ	1600
અચિંત	1600
અચિત	1600
અજંપ	1600
અજંપો	1600
અજય	1600
અજવાસ	1600
અજસ્ર	1600
અજાણ્યા	1600
અજાણ્યો	1600
અજાત	1600
અજીમ	1600
અજોડ	1600
અઝાન	1600
અઝીઝ	1600
અઝીમ	1600
અટકળ	1600
અટકી	1600
અટકો	1600
અટક્યા	1600
અટવાઈ	1600
અટાણે	1600
અટૂલો	1600
અઠ્ઠાઈ	1600
અડંગો	1600
અડતાં	1600
અડધા	1600
અડધી	1600
અડધું	1600
અડધો	1600
અડફેટ	1600
અડવું	1600
અડવો	1600
અડાડ	1600
અડાડી	1600
અડાય	1600
અડાયું	1600
અડાસ	1600
અડાસે	1600
અડે	1600
અડેલું	1600
અડોઅડ	1600
અડ્ડાનો	1600
અડ્યા	1600
અડ્યું	1600
અઢાર	1600
અઢિયા	1600
અઢેલી	1600
અણખી	1600
અણસાર	1600
અણુ	1600
અતનુ	1600
અતાહ	1600
અતિ	1600
અતિક્રમ	1600
અતિમાં	1600
અત્તર	1600
અત્યારે	1600
અત્રિ	1600
અથવા	1600
અથવો	1600
અથાઈ	1600
અથાડી	1600
અથાવ	1600
અદાઓ	1600
અદાણી	1600
અદિતિ	1600
અદી	1600
અદ્દલ	1600
અદ્રુત	1600
અધ	1600
અધધ	1600
અધિર	1600
અધીર	1600
અધૂરી	1600
અધૂરો	1600
અનંગ	1600
અનંત	1600
અનક	1600
અનમોલ	1600
અનવર	1600
અનાદ	1600
અનાનસ	1600
અનિક	1600
અનીસ	1600
અનુક	1600
અનુકૂળ	1600
અનુજ	1600
અનુત્તમ	1600
અનુપાત	1600
અનુમાન	1600
અનુમોદ	1600
અનુયોગ	1600
અનુરાગ	1600
અનુવાદ	1600
અનુસાર	1600
અનોખા	1600
અનોખી	1600
અનોસર	1600
અન્યત્ર	1600
અન્યથા	1600
અન્યની	1600
અન્યોની	1600
અન્વયે	1600
અપર્ણ	1600
અપર્ણા	1600
અપલક	1600
અપાઈ	1600
અપાપી	1600
અપાયું	1600
અપાયો	1600
અપાવે	1600
અપૂરતી	1600
અપ્પા	1600
અફઝલ	1600
અફર	1600
અફરા	1600
અફસર	1600
અફાળત	1600
અફીણી	1600
અબ	1600
અબાબીલ	1600
અબીહાલ	1600
અબુ	1600
અબૂઝ	1600
અબોટી	1600
અબ્રાહમ	1600
અભાવે	1600
અમથો	1600
અમર	1600
અમરે	1600
અમલ	1600
અમલા	1600
અમાન્ય	1600
અમારી	1600
અમાસ	1600
અમિત	1600
અમિત્ર	1600
અમી	1600
અમીનાત	1600
અમીનું	1600
અમીબા	1600
અમીરસ	1600
અમીરાઈ	1600
અમીરાત	1600
અમીરી	1600
અમુકે	1600
અમૂઝણ	1600
અમૂલ	1600
અમૃત	1600
અમે	1600
અમોઘ	1600
અમ્મા	1600
અમ્મી	1600
અયાન	1600
અયુક્તિ	1600
અયુત	1600
અય્યર	1600
અય્યાશ	1600
અય્યાશી	1600
અરગટ	1600
અરજણ	1600
અરણ્ય	1600
અરથ	1600
અરથે	1600
અરદાસ	1600
અરધી	1600
અરધો	1600
અરબી	1600
અરમાન	1600
અરમાર	1600
અરસો	1600
અરહાન	1600
અરાગ	1600
અરાજક	1600
અરાવન	1600
અરિજીત	1600
અરિષ્ટ	1600
અરિહા	1600
અરીઠો	1600
અરીસો	1600
અરુચિ	1600
અરુણ	1600
અરુણા	1600
અરુપ	1600
અરેરાટ	1600
અરેરે	1600
અરોડો	1600
અર્ક	1600
અર્ગ	1600
અર્ગલ	1600
અર્ગલા	1600
અર્ગલી	1600
અર્ઘ	1600
અર્ચક	1600
અર્ચન	1600
અર્ચા	1600
અર્જન	1600
અર્જૂન	1600
અર્ણવ	1600
અર્થાત્	1600
અર્થે	1600
અર્થો	1600
અર્દન	1600
અર્ધ	1600
અર્ધાં	1600
અર્ધી	1600
અર્ધું	1600
અર્ધો	1600
અર્પણ	1600
અર્બન	1600
અર્બુદ	1600
અર્બુદા	1600
અર્ભક	1600
અર્લ	1600
અર્શ	1600
અર્હંત	1600
અર્હત	1600
અલંગ	1600
અલકા	1600
અલક્ત	1600
અલખ	1600
અલગત	1600
અલગાર	1600
અલછ	1600
અલફા	1600
અલવલ	1600
અલવાન	1600
અલવે	1600
અલસ	1600
અલાબુ	1600
અલામ	1600
અલામત	1600
અલાવાઈ	1600
અલાવું	1600
અલિંગ	1600
અલિંગી	1600
અલી	1600
અલીમ	1600
અલૂણાં	1600
અલ્પ	1600
અલ્પતા	1600
અલ્પત્વ	1600
અલ્પાયુ	1600
અલ્યા	1600
અલ્સર	1600
અળગું	1600
અળતો	1600
અળવ	1600
અળવી	1600
અળશ	1600
અળશી	1600
અળસી	1600
અળાઈ	1600
અવગાહ	1600
અવગુણ	1600
અવજોગ	1600
અવજ્ઞા	1600
અવતાર	1600
અવધ	1600
અવધિ	1600
અવની	1600
અવપાત	1600
અવમાન	1600
અવયવ	1600
અવયોગ	1600
અવર	1600
અવરોહ	1600
અવલેહ	1600
અવલોક	1600
અવળપ	1600
અવળાં	1600
અવળાઈ	1600
અવળી	1600
અવળું	1600
અવળો	1600
અવશ્ય	1600
અવસાદ	1600
અવસાન	1600
અવસ્તા	1600
અવહાર	1600
અવાઈ	1600
અવાચી	1600
અવાજી	1600
અવાજે	1600
અવાજો	1600
અવાન	1600
અવાયું	1600
અવાર	1600
અવિકાર	1600
અવિનય	1600
અવિરામ	1600
અવિવેક	1600
અવીરા	1600
અવેક	1600
અવેજ	1600
અવેડો	1600
અવેર	1600
અવેરાઈ	1600
અવેરાટ	1600
અવેરી	1600
અવેરું	1600
અવેવ	1600
અવેસ્તા	1600
અવૈર	1600
અવ્યક્ત	1600
અવ્યય	1600
અવ્વલ	1600
અશન	1600
અશબ્દ	1600
અશાત	1600
અશાતા	1600
અશિવ	1600
અશુભ	1600
અશેષ	1600
અશોઈ	1600
અશ્ક	1600
અશ્મ	1600
અશ્મર	1600
અશ્મિલ	1600
અશ્લીલ	1600
અશ્વ	1600
અશ્વિન	1600
અષાડ	1600
અષાઢ	1600
અષ્ટક	1600
અષ્ટમ	1600
અષ્ટમી	1600
અષ્ટરસ	1600
અસંગ	1600
અસંમત	1600
અસત	1600
અસતી	1600
અસફળ	1600
અસબાબ	1600
અસમય	1600
અસર	1600
અસરાર	1600
અસરો	1600
અસલમ	1600
અસલી	1600
અસવાર	1600
અસહકાર	1600
અસહજ	1600
અસાડ	1600
અસિ	1600
અસિત	1600
અસિન	1600
અસીમિત	1600
અસીલ	1600
અસીલો	1600
અસુ	1600
અસુખ	1600
અસુર	1600
અસુરી	1600
અસૂયા	1600
અસેવા	1600
અસ્કરી	1600
અસ્ત	1600
અસ્તાઈ	1600
અસ્તેય	1600
અસ્તોદય	1600
અસ્ત્ર	1600
અસ્ત્રો	1600
અસ્થાઈ	1600
અસ્થાન	1600
અસ્થિ	1600
અસ્થિર	1600
અસ્મિતા	1600
અહંતા	1600
અહદ	1600
અહમ	1600
અહમેવ	1600
અહરામ	1600
અહસાન	1600
અહા	1600
અહાહા	1600
અહિત	1600
અહેડી	1600
અહેસાન	1600
અહેસાસ	1600
આંકડી	1600
આંકડો	1600
આંકણ	1600
આંકા	1600
આંકી	1600
આંકેલ	1600
આંખી	1600
આંખે	1600
આંગડ	1600
આંગળું	1600
આંગિક	1600
આંગી	1600
આંગે	1600
આંચ	1600
આંચળ	1600
આંછ	1600
આંજણ	1600
આંજી	1600
આંટણ	1600
આંટા	1600
આંટી	1600
આંટો	1600
આંત્ર	1600
આંદોલ	1600
આંધળી	1600
આંધી	1600
આંબી	1600
આંબેલ	1600
આંબો	1600
આંશિક	1600
આંહીં	1600
આઇટમ	1600
આઇરિસ	1600
આઇસ	1600
આઈ	1600
આઈફા	1600
આઉ	1600
આકરી	1600
આકરું	1600
આકરો	1600
આકાર	1600
આકારમાં	1600
આકારે	1600
આકૃતિ	1600
આકોનું	1600
આખજ	1600
આખડી	1600
આખર	1600
આખળ	1600
આખા	1600
આખાં	1600
આખિર	1600
આખું	1600
આખે	1600
આખેટ	1600
આખેપ	1600
આખો	1600
આખ્યાત	1600
આગ	1600
આગનાં	1600
આગનું	1600
આગમન	1600
આગમો	1600
આગર	1600
આગરો	1600
આગલાં	1600
આગલી	1600
આગલું	1600
આગલો	1600
આગળ	1600
આગળની	1600
આગળે	1600
આગવી	1600
આગવો	1600
આગા	1600
આગાજ	1600
આગામી	1600
આગાહી	1600
આગિયા	1600
આગિયો	1600
આગી	1600
આગે	1600
આગો	1600
આગ્નેય	1600
આઘાં	1600
આઘાડી	1600
આઘાત	1600
આઘે	1600
આચાર	1600
આચારો	1600
આછા	1600
આછી	1600
આછો	1600
આજ	1600
આજની	1600
આજનું	1600
આજન્મ	1600
આજમ	1600
આજા	1600
આજારો	1600
આજીજી	1600
આજીન	1600
આજે	1600
આજો	1600
આજોલ	1600
આજ્ય	1600
આઝમ	1600
આઝાદ	1600
આઝાન	1600
આટ	1600
આટતા	1600
આટતી	1600
આટલા	1600
આટલી	1600
આટલે	1600
આટલો	1600
આટવાં	1600
આટવું	1600
આટિયાં	1600
આટોપ	1600
આટોપી	1600
આઠ	1600
આઠનાં	1600
આઠમ	1600
આઠાં	1600
આઠું	1600
આઠે	1600
આઠેક	1600
આઠોડ	1600
આડ	1600
આડઅસર	1600
આડચ	1600
આડશ	1600
આડશો	1600
આડસ	1600
આડસો	1600
આડા	1600
આડિયો	1600
આડું	1600
આડે	1600
આડો	1600
આડોશી	1600
આઢક	1600
આઢે	1600
આણંદ	1600
આણત	1600
આણતા	1600
આણવાં	1600
આણવો	1600
આણાત	1600
આણાયું	1600
આણેલો	1600
આણ્વિક	1600
આતંક	1600
આતંકી	1600
આતપ	1600
આતમ	1600
આતમા	1600
આતશ	1600
આતા	1600
આતો	1600
આત્મ	1600
આત્મિક	1600
આત્મીય	1600
આથડ	1600
આથર	1600
આથિક	1600
આથિયા	1600
આથી	1600
આથેલી	1600
આથો	1600
આદત	1600
આદતી	1600
આદતો	1600
આદમી	1600
આદમે	1600
આદર	1600
આદરી	1600
આદરો	1600
આદર્શ	1600
આદાન	1600
આદાબ	1600
આદિક	1600
આદિત્ય	1600
આદિમ	1600
આદિલ	1600
આદુ	1600
આદેશ	1600
આદ્ય	1600
આધ	1600
આધણ	1600
આધાર	1600
આધારો	1600
આધિક	1600
આધીન	1600
આધેડ	1600
આન	1600
આનતિ	1600
આનન	1600
આનય	1600
આનર્ત	1600
આની	1600
આનું	1600
આને	1600
આનો	1600
આન્દ્રે	1600
આન્ધ્ર	1600
આપ	1600
આપણ	1600
આપણા	1600
આપણે	1600
આપત	1600
આપતા	1600
આપતાં	1600
આપતી	1600
આપતું	1600
આપતો	1600
આપદ	1600
આપદા	1600
આપનો	1600
આપલે	1600
આપવું	1600
આપવો	1600
આપા	1600
આપી	1600
આપું	1600
આપેલા	1600
આપેલી	1600
આપેલો	1600
આપો	1600
આપોઃ	1600
આપ્યું	1600
આફત	1600
આફતો	1600
આફરો	1600
આફૂસ	1600
આબરું	1600
આબરૂ	1600
આબાદ	1600
આબાદી	1600
આબાલ	1600
આબિદ	1600
આબે	1600
આબેદ	1600
આભવા	1600
આભા	1600
આભાસ	1600
આભીર	1600
આભે	1600
આભેસ	1600
આભોક	1600
આભોગ	1600
આમટી	1600
આમતો	1600
આમદ	1600
આમનું	1600
આમને	1600
આમમાં	1600
આમલીમાં	1600
આમલેટ	1600
આમળ	1600
આમળા	1600
આમળાની	1600
આમળી	1600
આમળો	1600
આમાં	1600
આમાંની	1600
આમારી	1600
આમિલ	1600
આમિષ	1600
આમુખ	1600
આમૂલ	1600
આમે	1600
આમેજ	1600
આમેય	1600
આમોદ	1600
આમ્ર	1600
આય	1600
આયર	1600
આયર્ન	1600
આયાત	1600
આયાતી	1600
આયાની	1600
આયામી	1600
આયાસ	1600
આયુક્ત	1600
આયુધ	1600
આયોગ	1600
આરઆરઆર	1600
આરક	1600
આરજૂ	1600
આરડી	1600
આરત	1600
આરતી	1600
આરનું	1600
આરબ	1600
આરબી	1600
આરબો	1600
આરવ	1600
આરવે	1600
આરસ	1600
આરસો	1600
આરાધ	1600
આરાની	1600
આરામ	1600
આરિફ	1600
આરી	1600
આરીથી	1600
આરૂઢ	1600
આરે	1600
આરોગ	1600
આરોગી	1600
આરોહ	1600
આરોહી	1600
આર્ગન	1600
આર્ચી	1600
આર્જવ	1600
આર્ટ	1600
આર્ટી	1600
આર્ટ્સ	1600
આર્તવ	1600
આર્થિક	1600
આર્થિત	1600
આર્દ્રા	1600
આર્મી	1600
આર્ય	1600
આર્યામાં	1600
આલ	1600
આલંગ	1600
આલજો	1600
આલત	1600
આલતી	1600
આલની	1600
આલનું	1600
આલપાલ	1600
આલમ	1600
આલય	1600
આલયો	1600
આલર	1600
આલવો	1600
આલસ્ય	1600
આલા	1600
આલાપ	1600
આલાપી	1600
આલિયા	1600
આલી	1600
આલુ	1600
આલું	1600
આલુનું	1600
આલે	1600
આલેક	1600
આલેખ	1600
આલેખે	1600
આલેલ	1600
આલેલાં	1600
આલો	1600
આલોક	1600
આલોનાં	1600
આલોનું	1600
આલ્કલી	1600
આલ્પ્સ	1600
આલ્ફા	1600
આલ્યો	1600
આળસ	1600
આળસુ	1600
આળસો	1600
આળિયો	1600
આવ	1600
આવક	1600
આવકાર	1600
આવકો	1600
આવજા	1600
આવજે	1600
આવજો	1600
આવડત	1600
આવડાં	1600
આવડું	1600
આવડે	1600
આવડો	1600
આવત	1600
આવતો	1600
આવરણ	1600
આવરાઈ	1600
આવરી	1600
આવરું	1600
આવરો	1600
આવર્ત	1600
આવલિ	1600
આવલે	1600
આવળ	1600
આવવી	1600
આવવું	1600
આવવો	1600
આવશ	1600
આવાની	1600
આવાનો	1600
આવામ	1600
આવાસ	1600
આવાસી	1600
આવી	1600
આવું	1600
આવેગ	1600
આવેગો	1600
આવેદન	1600
આવેલ	1600
આવેલી	1600
આવેલે	1600
આવેલો	1600
આવેશ	1600
આવો	1600
આવ્યું	1600
આવ્યે	1600
આવ્યો	1600
આશંક	1600
આશક	1600
આશમાં	1600
આશા	1600
આશાની	1600
આશિક	1600
આશિત	1600
આશિષ	1600
આશી	1600
આશુ	1600
આશો	1600
આસંગ	1600
આસક્ત	1600
આસક્તિ	1600
આસરે	1600
આસરો	1600
આસવ	1600
આસવતા	1600
આસાન	1600
આસામાં	1600
આસામી	1600
આસાર	1600
આસુરી	1600
આસો	1600
આસોજ	1600
આસ્તિક	1600
આસ્તે	1600
આસ્થા	1600
આસ્પદ	1600
આસ્ફોટ	1600
આસ્ય	1600
આસ્વાદ	1600
આહત	1600
આહલેક	1600
આહા	1600
આહાર	1600
આહીર	1600
આહીરણ	1600
આહુતિ	1600
આહ્નિક	1600
આહ્વાન	1600
ઇંગાર	1600
ઇંગિત	1600
ઇંજલ	1600
ઇંજિન	1600
ઇંજીલ	1600
ઇંટો	1600
ઇંડા	1600
ઇંદ્ર	1600
ઇંદ્રી	1600
ઇકબાલ	1600
ઇકો	1600
ઇક્ષુ	1600
ઇખર	1600
ઇજન	1600
ઇજાર	1600
ઇજારા	1600
ઇજારો	1600
ઇજિપ્ત	1600
ઇટાલી	1600
ઇડન	1600
ઇડલી	1600
ઇડી	1600
ઇત્તર	1600
ઇદ	1600
ઇધર	1600
ઇનકાર	1600
ઇનામો	1600
ઇનિંગ	1600
ઇન્ક	1600
ઇન્કમ	1600
ઇન્ટેલ	1600
ઇન્ડિયન	1600
ઇન્સાન	1600
ઇન્સાફ	1600
ઇફેક્ટ	1600
ઇમલો	1600
ઇમામ	1600
ઇમેજ	1600
ઇરાક	1600
ઇરાદા	1600
ઇરાદે	1600
ઇરાદો	1600
ઇરાન	1600
ઇલ	1600
ઇલકાબ	1600
ઇલમ	1600
ઇલાકો	1600
ઇલાહી	1600
ઇવ	1600
ઇવાન	1600
ઇશાક	1600
ઇશાન	1600
ઇશ્ક	1600
ઇશ્યૂ	1600
ઇષ્ટ	1600
ઇસમ	1600
ઇસુ	1600
ઇસ્ક્રૂ	1600
ઇસ્ત્રી	1600
ઇસ્યુ	1600
ઇસ્લામ	1600
ઈંચ	1600
ઈંટ	1600
ઈંડાળ	1600
ઈંડું	1600
ઈક્ષણ	1600
ઈક્ષા	1600
ઈજત	1600
ઈજા	1600
ઈજ્જત	1600
ઈટ્ટા	1600
ઈથર	1600
ઈદ	1600
ઈધી	1600
ઈનામ	1600
ઈનામી	1600
ઈન્ડિઝ	1600
ઈન્સ	1600
ઈપ્સા	1600
ઈપ્સિત	1600
ઈફ્તાર	1600
ઈમાન	1600
ઈયળ	1600
ઈયળો	1600
ઈરા	1600
ઈરાન	1600
ઈરાની	1600
ઈર્ષ્યા	1600
ઈલાજ	1600
ઈવ	1600
ઈશા	1600
ઈશાન	1600
ઈશુ	1600
ઈસપ	1600
ઈસવી	1600
ઈસાઈ	1600
ઈસ્ટ	1600
ઈસ્ટર	1600
ઈસ્મત	1600
ઈહા	1600
ઉંચી	1600
ઉંદર	1600
ઉંમર	1600
ઉકાળ	1600
ઉકાળી	1600
ઉકાળે	1600
ઉકાળો	1600
ઉકેલ	1600
ઉકેલી	1600
ઉક્ત	1600
ઉક્તિ	1600
ઉખાડ	1600
ઉખેડ	1600
ઉગત	1600
ઉગતા	1600
ઉગતી	1600
ઉગતો	1600
ઉગવા	1600
ઉગાડ	1600
ઉગાર	1600
ઉગારો	1600
ઉગાવો	1600
ઉગેલી	1600
ઉગ્ર	1600
ઉગ્રતા	1600
ઉચાટ	1600
ઉચાળ	1600
ઉચિત	1600
ઉચેલ	1600
ઉજાણી	1600
ઉજાળ	1600
ઉજાશ	1600
ઉજાસ	1600
ઉજાસો	1600
ઉજેર	1600
ઉજેશ	1600
ઉજેસ	1600
ઉજ્જડ	1600
ઉજ્જન	1600
ઉટકો	1600
ઉઠાવ	1600
ઉઠે	1600
ઉઠો	1600
ઉઠ્યા	1600
ઉડતા	1600
ઉડતી	1600
ઉડતો	1600
ઉડવા	1600
ઉડાઈ	1600
ઉડાઉ	1600
ઉડાડી	1600
ઉડાન	1600
ઉડાવી	1600
ઉડાવો	1600
ઉડિયા	1600
ઉડી	1600
ઉડે	1600
ઉડેલ	1600
ઉડેલી	1600
ઉડ્ડાન	1600
ઉડ્યા	1600
ઉણપ	1600
ઉણપો	1600
ઉણું	1600
ઉત	1600
ઉતતાં	1600
ઉતાર	1600
ઉતારી	1600
ઉતારું	1600
ઉતારે	1600
ઉતારો	1600
ઉત્કટ	1600
ઉત્કલ	1600
ઉત્ક્રમ	1600
ઉત્તક	1600
ઉત્તમ	1600
ઉત્તાપ	1600
ઉત્પલ	1600
ઉત્પાત	1600
